period,n,log_r2,log_mae,log_rmse,log_spearman,tc_mae,tc_rmse,r2_status
202101,1201,-0.5265945707308815,1.0320885983966972,1.3956082621727992,0.6558858325891106,448.2706005634192,1674.8600566171851,ok
202102,1201,-0.0172538260048678,0.7100580096086669,1.1403358341227572,0.6987639514750122,293.7180631014092,1672.9388041371517,ok
202103,1201,-0.5251359866168077,1.0260295473663124,1.3573793973352166,0.655358353864407,366.3969282449651,1343.6071958980872,ok
202104,1201,-0.5472341769595488,1.0116243315760942,1.3528246702217643,0.6692148225126409,325.8671360490304,1233.1179545165735,ok
202105,1201,-0.4304438728578277,0.9428153324447699,1.3224015152415896,0.6258522895433718,329.8349979380889,1403.2916153000763,ok
202106,1201,-0.26182871669636865,0.8359851248560295,1.286602973227503,0.5935988598523363,368.1720458539141,1867.4716009424426,ok
202107,1201,-0.41004343718012115,0.9674172894851253,1.3844051408151647,0.5997611709243892,518.1270312592118,2167.882312022281,ok
202108,1201,-0.4228448813978003,0.9809896420428078,1.392207012211397,0.6119665561554939,530.2248275668464,2191.1710553612743,ok
202109,1201,-0.33666086704992293,0.8934424043145012,1.3105315840816258,0.6160559251676949,369.1908983235694,1713.839988246367,ok
202110,1201,-0.319843055355145,0.8939936847734093,1.2785189812300606,0.6468624782535141,327.9370281097927,1473.5563716540182,ok
202111,1201,-0.4084478075370239,0.9370901461435894,1.308918393606591,0.6781325820769549,324.33701867643515,1373.179260950299,ok
202112,1201,-0.606638083680777,1.0775635462816606,1.4032151662850878,0.6789960229950426,413.4597866626802,1427.2477709286604,ok
202201,1201,-0.5274477105334254,1.043660275130359,1.4016629871835473,0.6717200762326229,470.1117866700395,1732.9958361070287,ok
202202,1201,-0.399598943775642,0.9591413446457154,1.3080534576645448,0.6690177219360142,351.77261111434535,1407.7119858257063,ok
202203,1201,-0.589362147031762,1.0443177982093284,1.3767150931609224,0.6589830311814647,355.4238716546233,1276.7668609657735,ok
202204,1201,-0.4551410913614877,0.9638648211748678,1.3186424270648802,0.6831111847442752,316.658813750692,1280.8672344468405,ok
202205,1201,-0.264798982320523,0.8530829264698142,1.2525458697081227,0.648269783858709,312.43412835177566,1483.6473106333212,ok
202206,1201,-0.30412751280134454,0.8702144020815094,1.3036363276975371,0.6161101648876424,377.05286032480757,1815.8023045458694,ok
202207,1201,-0.20347963022815385,0.8040805416492107,1.2801514444779258,0.6284063186119084,406.2775542127785,2174.402993876632,ok
202208,1201,-0.23620437558874774,0.8313549301908979,1.2945957057862019,0.633432353150715,415.9266579645127,2135.2337872022513,ok
202209,1201,-0.4467622179984909,0.9641868663989721,1.3648770312573482,0.6189008753841944,412.6101139777836,1732.3853009229251,ok
202210,1201,-0.4268207705204099,0.9476627808266188,1.3257629591741837,0.6460097108138858,344.44484043734246,1445.7395706367004,ok
202211,1201,-0.4042708402429316,0.9387125348749594,1.312894328785684,0.670617187774694,338.1914606455378,1425.017274106424,ok
202212,1201,-0.2726627489368141,0.8788304387634481,1.2813882960126313,0.6635341226056769,379.6768058036307,1740.1352674505895,ok
202301,1201,-0.499544031609215,1.0375205383985204,1.3837485613896088,0.6652036068736047,458.2158469495534,1681.6532396560463,ok
202302,1201,-0.6058949830154161,1.0778929799788042,1.3959664776875231,0.6601753277753796,398.89694503190816,1373.7230203440236,ok
202303,1201,-0.681035721383489,1.1179262701800912,1.4106057482860288,0.6762852457337591,385.47645911989565,1246.0050583183981,ok
202304,1201,-0.5946100449961889,1.0516511356495029,1.3752646107231097,0.665409349141635,349.02539029843126,1248.6147490948204,ok
202305,1201,-0.45048695166394404,0.9644714107816799,1.3364144582359554,0.6286088751208897,349.26038595060277,1443.810105116314,ok
202306,1201,-0.285767501949193,0.8827237083442198,1.2897333300397344,0.6187092214392252,377.8392114378652,1762.2837747683627,ok
202307,1201,-0.4911203820374095,1.0400969900332022,1.4198445525163417,0.6635309136207498,557.9567550633793,2127.1426398751655,ok
202308,1201,-0.35508503719274076,0.91183433038412,1.3505566147919035,0.6230509021386275,452.5968710773369,2076.510754774972,ok
202309,1201,-0.4103094121728805,0.9492743127556127,1.3426694955733032,0.5931208709692061,395.3265181191228,1681.9054174060457,ok
202310,1201,-0.5165564942133487,1.0043100080825873,1.3617859700112516,0.6016102578240499,360.2441656814377,1405.1640879869894,ok
202311,1201,-0.48939348735232024,0.98949410272962,1.3471164185688476,0.6216944255630563,349.63820991551637,1384.430073766495,ok
202312,1201,-0.36757112654716617,0.938847596923006,1.323480450640502,0.6169930701516517,402.7218083008933,1692.745007132491,ok
