period,n,log_r2,log_mae,log_rmse,log_spearman,tc_mae,tc_rmse,r2_status
202101,12,-29.683542934927893,0.6755932577433645,0.8291546292326908,0.3537658665108649,320.07522156503666,482.46746239381935,ok
202102,12,-28.917754506951788,0.656893864888019,0.8187578181439898,0.37127902821932357,294.1042536208375,439.12647426153006,ok
202103,12,-26.77619463440647,0.625831825841667,0.7884058829695073,0.4063053516362408,206.60826176246144,296.2936912341248,ok
202104,12,-26.35197187618369,0.6227554335675692,0.7821470244252574,0.4098079839779326,186.7654174198602,265.71112087600034,ok
202105,12,-27.37744272922046,0.643387624618054,0.7970092631895589,0.3922948222694739,219.16613937297564,308.66794852603476,ok
202106,12,-34.19142415440611,0.7550065749511674,0.8882169007854771,0.38528955758609046,276.6514186148175,329.2703119347633,ok
202107,12,-32.22791452596377,0.7054519643288438,0.8633478189544783,0.2521895286018047,445.77583022906737,684.892080340316,ok
202108,12,-31.99335060589854,0.7150518284441773,0.8603104991630744,0.38528955758609046,494.0004995460058,761.4557541073993,ok
202109,12,-29.115912110247503,0.6627092037688229,0.8215080041940886,0.3642737635359401,274.05573033324475,387.98948845471773,ok
202110,12,-27.848094713169665,0.6670812069830037,0.8037136906387693,0.273205322651955,256.0827126995327,363.54194498404166,ok
202111,12,-27.937056413468316,0.6702370605380917,0.8047805540470179,0.3537658665108649,272.90653078618556,406.0427106834707,ok
202112,12,-27.505768998863164,0.6476385970298858,0.7988329470955705,0.3642737635359401,215.3954170227131,296.8209047033027,ok
202201,12,-32.11837942163994,0.6957325873458852,0.861494901861415,0.3537658665108649,258.75924201231766,345.66496552790846,ok
202202,12,-28.00535682324068,0.6651621086886905,0.805777081564443,0.38528955758609046,211.84399106239755,281.0840186160217,ok
202203,12,-24.90174439663024,0.6413531105956397,0.7612116683664089,0.38528955758609046,242.09639068494906,346.5017402553334,ok
202204,12,-25.182205842105787,0.6674872379560991,0.7653417224620092,0.3922948222694739,193.07511126637826,235.84116242564622,ok
202205,12,-26.090153608688837,0.6565197537133599,0.7788536731814695,0.3922948222694739,286.7322686035796,408.44740933249335,ok
202206,12,-27.81590177539168,0.6752615005431357,0.8036914672330182,0.3922948222694739,355.9873591397108,512.2225670001093,ok
202207,12,-30.949113440365913,0.7141796515566741,0.8465837522906239,0.38528955758609046,512.5964216876284,769.919878286072,ok
202208,12,-29.64130555985532,0.7058217526285225,0.8290461270487701,0.3922948222694739,406.2579788589999,561.5018222726262,ok
202209,12,-29.03938678388883,0.7242173821650537,0.8204805129940954,0.2662000579685716,287.327489925507,350.83767371575277,ok
202210,12,-26.361248981566142,0.6607981085171033,0.7826787200655788,0.38528955758609046,232.84614552912353,310.2361722030472,ok
202211,12,-26.216324862478654,0.6711757396309999,0.7805700097942039,0.3922948222694739,267.61285380345123,366.4821264168769,ok
202212,12,-29.98250901837684,0.7143158065798373,0.8332773097877624,0.3922948222694739,426.9154101318504,643.0610217577658,ok
202301,12,-39.95996182993496,0.8025424156925789,0.958000875266909,0.38528955758609046,619.05421423668,971.453505431448,ok
202302,12,-27.687626481158855,0.6997720284382051,0.8012794385539954,0.4728553661283838,195.9669106191137,226.84573766350815,ok
202303,12,-23.99239670929747,0.6310591926241973,0.7476561414366572,0.4063053516362408,222.3604964631338,310.4357430427906,ok
202304,12,-23.864762209008184,0.6239191091558274,0.7457645680354142,0.38528955758609046,215.78791696319277,305.39113827276606,ok
202305,12,-25.855419729990885,0.6534048291108673,0.7754061073376184,0.38528955758609046,277.5609860364528,399.1161361156114,ok
202306,12,-28.07019952138771,0.7094242398879723,0.8071733715589983,0.43782904271146644,304.18782920361656,384.18491065048073,ok
202307,12,-30.416381243801837,0.7276907310411781,0.8394468607713799,0.3082316460688724,433.80063903615024,595.4005274719555,ok
202308,12,-29.464436538019026,0.7147512224141982,0.8266006035048699,0.3922948222694739,383.4159007312262,509.792641266257,ok
202309,12,-30.420658239964354,0.6998146803589117,0.8390705396196603,0.23117373455165427,409.7288996752795,606.6245780863923,ok
202310,12,-26.347575798220177,0.6758046150283462,0.7824148121472988,0.28021058733533855,243.05963207472018,322.24439120401445,ok
202311,12,-26.98772734638067,0.6736144356680173,0.7914846467797207,0.21716320518488735,284.8913297019912,405.7945207791065,ok
202312,12,-28.79327139137968,0.6912456357640226,0.8170691225720028,0.38528955758609046,386.19815819844627,573.1527209179437,ok
