period,n,log_r2,log_mae,log_rmse,log_spearman,tc_mae,tc_rmse,r2_status
202101,940,0.00012489321797459763,0.7045054620995462,1.2552881663291113,0.5027102720782851,310.38869165177897,2427.228281713177,ok
202102,940,0.004831970916406081,0.6926742297539922,1.2536804685692673,0.4956145842906218,306.0005319372223,2447.36746882646,ok
202103,940,-0.001396551257495382,0.5950611633107113,1.2170119117743368,0.45598257038416223,224.06942685122746,1938.2415089939689,ok
202104,940,0.010774222500180453,0.5578978307666138,1.1947396997835316,0.47038984937172007,197.39692327211418,1779.310047529804,ok
202105,940,0.02357986916694188,0.5926490254718311,1.2100970821988826,0.4581331248077414,235.19213003621226,2034.5622963794438,ok
202106,940,-0.01303331211907044,0.692873094915116,1.2839716817685083,0.42258670364238077,345.2350177025376,2723.0357389293504,ok
202107,940,-0.01945861940123028,0.6931994895614864,1.3145602066030613,0.40765801790304557,397.2437510858793,3153.687119862938,ok
202108,940,-0.021534259351648544,0.6954409651779424,1.3175577215517347,0.40221112597985503,401.6517204074916,3182.2359151377377,ok
202109,940,0.00047012795217238335,0.6285956150380289,1.2602002108879398,0.44253405936028833,297.34269768679627,2495.6122151991344,ok
202110,940,-0.001691135385863518,0.6345485221389169,1.2349487744648124,0.4665579280153016,258.7618487093178,2146.1071157988104,ok
202111,940,0.008313023798292796,0.6230400882590814,1.2159554863755409,0.4874215919695156,236.6844723275582,1994.9455819038706,ok
202112,940,0.009397467545201543,0.6064477196673436,1.2206116329530052,0.4741169909937582,240.40526241885067,2054.756227070872,ok
202201,940,-0.003653560489072394,0.740282407449573,1.263534340039405,0.5015632135419065,327.2016240622527,2511.5552015651087,ok
202202,940,0.07069637537967821,0.6171709352318683,1.1804495187094866,0.5267773341239274,236.8610280643448,2038.831796744328,ok
202203,940,0.05443333368736347,0.5796157520929625,1.173641251709216,0.528475919199573,211.22050192798508,1840.8859815532812,ok
202204,940,0.053479011114614616,0.5497603346399775,1.175615430830447,0.4899377808363531,204.49975172732127,1855.569219134215,ok
202205,940,0.07753657105392708,0.5563725694286017,1.1861426666723716,0.4913847600587125,239.92720395224762,2158.4191912498795,ok
202206,940,0.08086264994357961,0.5827597816732815,1.218305589136235,0.49489668273557647,301.2770287469736,2644.7727926792445,ok
202207,940,0.06797149496145671,0.6433101636005437,1.2582175266922633,0.4974885911503984,383.76910075922405,3177.3531760322644,ok
202208,940,0.04934347083735113,0.6714431815571111,1.2675386102525779,0.49768240381324935,386.9595616267611,3120.8987754639375,ok
202209,940,0.04699110023916775,0.6331902011173998,1.231999605231876,0.4775387685236191,302.0015122559106,2519.817714330057,ok
202210,940,0.055817561308410424,0.5535318449354434,1.1952072730228136,0.49410364374225696,230.19928861267695,2098.1239434136282,ok
202211,940,0.0556426380811057,0.573164876250605,1.1928165783855664,0.5184432976896015,232.33478816084548,2069.9922220460076,ok
202212,940,0.06923583853336956,0.6488534980498145,1.218938842006883,0.5648431265079846,309.35670788254293,2540.7130187626103,ok
202301,940,0.08646124603702243,0.6199860815906729,1.200405159428436,0.543082204908153,288.6102741757152,2434.7504837782303,ok
202302,940,0.05785373796281834,0.5379146137459149,1.1834579572597423,0.5263333908119693,210.36835557823144,1976.1227523407588,ok
202303,940,0.07045988294194705,0.5235466798251166,1.158596179081211,0.5311074393247205,189.71194700057998,1784.73809908162,ok
202304,940,0.0797085067112635,0.5080278099510316,1.1541757549943212,0.5422439218261044,186.95821163991133,1799.7306498617195,ok
202305,940,0.08253344235669424,0.581959267948505,1.177870571822522,0.535057066339309,239.53051604932324,2096.5228163720103,ok
202306,940,0.061814033742361274,0.6220943476057497,1.225714695876914,0.49722037576984934,305.0413321551991,2569.2516554538415,ok
202307,940,0.025368573401255756,0.715204130571202,1.28137588334543,0.4658100706032773,398.19005519639296,3087.5770032438118,ok
202308,940,0.05059386105956898,0.6374696540846765,1.2614994446816412,0.5009421335185714,362.07532762317425,3026.4544985497355,ok
202309,940,0.05479805482889122,0.6328839344642907,1.221781636946275,0.5155047066430215,292.8922231279523,2445.275042959962,ok
202310,940,0.06797487195619545,0.5608304225920293,1.1823978954876917,0.5194450250904877,226.128513422402,2036.8975645475396,ok
202311,940,0.07058803279471204,0.5702319850493628,1.178257481357844,0.5403498628960373,225.09825595138548,2008.9184799750503,ok
202312,940,0.04524190100552539,0.6932149424469691,1.2293639028229566,0.5509766773958836,314.7477375115864,2467.724662233282,ok
